Devices,Mix,Concurrency,WaveS,p50_sts,p95_sts,p99_sts,Max_sts,QueueMax,MongoOpsPerS,MongoP95Ms,Overlap,Result,Bottleneck,PingP50,QueueWaitP95,WorkerUtil,ClaimsWon,Conflicts,Threads,RssMb
750,intermittent,60,40.018,,,,,40,39.6,17.72789999995439,0,FAIL,wave_exceeds_interval,3000.0,13.006199999836099,94.7911227154047,750,0,8,
750,intermittent,64,36.929,,,,,35,42.9,16.337600000042585,0,FAIL,wave_exceeds_interval,3000.0,16.299500000059197,95.98340395480226,750,0,8,
750,slow,20,15.693,,,,,7,111.7,41.73109999965163,0,PASS,none,300.00000000000006,24.72990000023856,77.87593984962406,750,0,8,
750,slow,30,15.693,,,,,7,111.7,41.73109999965163,0,PASS,none,300.00000000000006,24.72990000023856,77.87593984962406,750,0,,
750,slow,40,15.693,,,,,7,111.7,41.73109999965163,0,PASS,none,300.00000000000006,24.72990000023856,77.87593984962406,750,0,,
750,slow,50,15.693,,,,,7,111.7,41.73109999965163,0,PASS,none,300.00000000000006,24.72990000023856,77.87593984962406,750,0,,
750,slow,60,15.693,,,,,7,111.7,41.73109999965163,0,PASS,none,300.00000000000006,24.72990000023856,77.87593984962406,750,0,,
750,slow,64,15.693,,,,,7,111.7,41.73109999965163,0,PASS,none,300.00000000000006,24.72990000023856,77.87593984962406,750,0,,
1000,all_up,20,8.604,,,,,19,242.7,94.00069999992411,0,PASS,none,11.0,46.017200000278535,6.573033707865169,1000,0,8,
1000,all_up,30,8.604,,,,,19,242.7,94.00069999992411,0,PASS,none,11.0,46.017200000278535,6.573033707865169,1000,0,,
1000,all_up,40,8.604,,,,,19,242.7,94.00069999992411,0,PASS,none,11.0,46.017200000278535,6.573033707865169,1000,0,,
1000,all_up,50,8.604,,,,,19,242.7,94.00069999992411,0,PASS,none,11.0,46.017200000278535,6.573033707865169,1000,0,,
1000,all_up,60,8.604,,,,,19,242.7,94.00069999992411,0,PASS,none,11.0,46.017200000278535,6.573033707865169,1000,0,,
1000,all_up,64,8.604,,,,,19,242.7,94.00069999992411,0,PASS,none,11.0,46.017200000278535,6.573033707865169,1000,0,,
1000,half,20,79.811,,,,,10,32.0,42.86039999988134,0,FAIL,wave_exceeds_interval,10.0,15.172999999776948,94.70326409495549,1000,0,8,
